title,instructor,rating,reviews_count,description,duration,what_you_learn,tag,level,price,thumbnail_url,external_id,scraped_date,url,video_hours,reading_count,assignment_count
Introduction to Data Engineering,N/A,4.7,3629,"You will begin this course by understanding what is data engineering as well as the roles that Data Engineers, Data Scientists, and Data Analysts play in this exciting field. Next you will learn about the data engineering ecosystem, the different types of data structures, file formats, sources of data, and the languages data professionals use in their day-to-day tasks. 

You will become familiar with the components of a data platform and gain an understanding of several different types of data repositories such as Relational (RDBMS) and NoSQL databases, Data Warehouses, Data Marts, Data Lakes and Data Lakehouses. You’ll then learn about Big Data processing tools like Apache Hadoop and Spark. You will also become familiar with ETL, ELT, Data Pipelines and Data Integration. 

This course provides you with an understanding of a typical Data Engineering lifecycle which includes architecting data platforms, designing data stores, and gathering, importing, wrangling, querying, and analyzing data. You will also learn about security, governance, and compliance.  

You will learn about career opportunities in the field of Data Engineering and the different paths that you can take for getting skilled as a Data Engineer. You will hear from several experienced Data Engineers, sharing their insights and advice. 

By the end of this course, you will also have completed several hands-on labs and worked with a relational database, loaded data into the database, and performed some basic query",1 week at 10 hours a week,"Database Design, Data Storage Technologies, Extract, Transform, Load, SQL, Data Integration, Data Pipelines, Big Data, Data Warehousing, Data Store, Data Science, Data Infrastructure, Data Storage, Show all","Database Design, Data Storage Technologies, Extract, Transform, Load",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-to-data-engineering/XDP~COURSE!~introduction-to-data-engineering.jpeg,introduction-to-data-engineering,2026-04-30,https://www.coursera.org/learn/introduction-to-data-engineering,269,21,23
Python Project for Data Engineering,N/A,4.6,848,"You will take on the role of a Data Engineer by extracting data from multiple sources, and converting the data into specific formats and making it ready for loading into a database for analysis. You will also demonstrate your knowledge of web scraping and utilizing APIs to extract data. 

By the end of this hands-on project, you will have shown your proficiency with important skills to Extract Transform and Load (ETL) data using an IDE, and of course, Python Programming. 

Upon completion of this course, you will also have a great new addition to your portfolio! 

PRE-REQUISITE: 

**Python for Data Science, AI and Development** course from IBM is a pre-requisite for this project course. Please ensure that before taking this course you have either completed the Python for Data Science, AI and Development course from IBM or have equivalent proficiency in working with Python and data. NOTE: This course is not intended to teach you Python and does not have too much new instructional content. It is intended for you to mostly apply prior Python knowledge.",1 week at 10 hours a week,"Programming Principles, Web Scraping, Unit Testing, Data Capture, Data Pipelines, Data Integration, Maintainability, Database Management, Extract, Transform, Load, Databases, Data Wrangling, Show all","Programming Principles, Web Scraping, Unit Testing, Data Capture, Data Pipelines",Intermediate,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~python-project-for-data-engineering/XDP~COURSE!~python-project-for-data-engineering.jpeg,python-project-for-data-engineering,2026-04-30,https://www.coursera.org/learn/python-project-for-data-engineering,44,7,4
Introduction to Relational Databases (RDBMS),N/A,4.6,787,"You will begin this course by being introduced to relational database concepts, as well as several industry standard relational databases, including IBM DB2, MySQL, and PostgreSQL. Next, you’ll utilize RDBMS tools used by professionals such as phpMyAdmin and pgAdmin for creating and maintaining relational databases. You will also use the command line and SQL statements to create and manage tables. 

This course incorporates hands-on, practical exercises to help you demonstrate your learning. You will work with real databases and explore real-world datasets. You will create database instances and populate them with tables and data. 

At the end of this course, you will complete a final assignment where you will apply your accumulated knowledge from this course and demonstrate that you have the skills to: design a database for a specific analytics requirement, normalize tables, create tables and views in the database, load and access data. 

No prior knowledge of databases or programming is required. 

Anyone can audit this course at no-charge. If you choose to take this course and earn the Coursera course certificate, you can also earn an IBM digital badge upon successful completion of the course.",2 weeks at 10 hours a week,"Database Administration, Database Management, Data Import/Export, Data Integrity, Database Development, Database Theory, Data Manipulation, SQL, Data Modeling, Database Design, Data Store, Databases, Show all","Database Administration, Database Management, Data Import/Export, Data Integrity, Database Development",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-to-relational-databases/XDP~COURSE!~introduction-to-relational-databases.jpeg,introduction-to-relational-databases,2026-04-30,https://www.coursera.org/learn/introduction-to-relational-databases,180,16,14
Databases and SQL for Data Science with Python,N/A,4.7,22624,"In this course you will learn SQL inside out- from the very basics of Select statements to
advanced concepts like JOINs. 
You will: 
-write foundational SQL statements like: SELECT, INSERT, UPDATE, and DELETE 
-filter result sets, use WHERE, COUNT, DISTINCT, and LIMIT clauses 
-differentiate between DML & DDL 
-CREATE, ALTER, DROP and load tables 
-use string patterns and ranges; ORDER and GROUP result sets, and built-in database functions
-build sub-queries and query data from multiple tables 
-access databases as a data scientist using Jupyter notebooks with SQL and Python
-work with advanced concepts like Stored Procedures, Views, ACID Transactions, Inner & Outer JOINs through hands-on labs and projects

You will  practice building SQL queries, work with real databases on the Cloud, and use real data science tools. 

In the final project you’ll analyze multiple real-world datasets to demonstrate your skills.",2 weeks at 10 hours a week,"Stored Procedure, SQL, Data Manipulation, Database Management, Databases, Transaction Processing, Database Theory, Data Access, Data Analysis","Stored Procedure, SQL, Data Manipulation, Database Management, Databases",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~sql-data-science/XDP~COURSE!~sql-data-science.jpeg,sql-data-science,2026-04-30,https://www.coursera.org/learn/sql-data-science,137,30,14
Hands-on Introduction to Linux Commands and Shell Scripting,N/A,4.6,1742,"You will begin this course with an introduction to Linux and explore the Linux architecture. You will interact with the Linux Terminal, execute commands, navigate directories, edit files, as well as install and update software. 

Next, you’ll become familiar with commonly used Linux commands. You will work with general purpose commands like id, date, uname, ps, top, echo, man; directory management commands such as pwd, cd, mkdir, rmdir, find, df; file management commands like cat, wget, more, head, tail, cp, mv, touch, tar, zip, unzip; access control command chmod; text processing commands - wc, grep, tr; as well as networking commands - hostname, ping, ifconfig and curl.  

You will then move on to learning the basics of shell scripting to automate a variety of tasks. You’ll create simple to more advanced shell scripts that involve Metacharacters, Quoting, Variables, Command substitution, I/O Redirection, Pipes & Filters, and Command line arguments. You will also schedule cron jobs using crontab. 

The course includes both video-based lectures as well as hands-on labs to practice and apply what you learn. You will have no-charge access to a virtual Linux server that you can access through your web browser, so you don't need to download and install anything to complete the labs. 

You’ll end this course with a final project as well as a final exam. In the final project you will demonstrate your knowledge of course concepts by performing your own Extract, Transform, and Load (",2 weeks at 10 hours a week,"Network Protocols, OS Process Management, Linux Commands, Scripting Languages, File Management, Scripting, Linux Servers, File I/O, File Systems, Package and Software Management, Linux Administration","Network Protocols, OS Process Management, Linux Commands, Scripting Languages, File Management",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~hands-on-introduction-to-linux-commands-and-shell-scripting/XDP~COURSE!~hands-on-introduction-to-linux-commands-and-shell-scripting.jpeg,hands-on-introduction-to-linux-commands-and-shell-scripting,2026-04-30,https://www.coursera.org/learn/hands-on-introduction-to-linux-commands-and-shell-scripting,106,22,8
Relational Database Administration (DBA),N/A,4.5,265,"This course begins with an introduction to database management; you will learn about things like the Database Management Lifecycle, the roles of a Database Administrator (DBA) as well as database storage. You will then discover some of the activities, techniques, and best practices for managing a database.  

You will also learn about database optimization, including updating statistics, slow queries, types of indexes, and index creation and usage. You will learn about configuring and upgrading database server software and related products. You’ll also learn about database security; how to implement user authentication, assign roles, and assign object-level permissions. And gain an understanding of how to perform backup and restore procedures in case of system failures.  

You will learn how to optimize databases for performance, monitor databases, collect diagnostic data, and access error information to help you resolve issues that may occur. Many of these tasks are repetitive, so you will learn how to schedule maintenance activities and regular diagnostic tests and send automated messages of the success or failure of a task. The course includes both video-based lectures as well as hands-on labs to practice and apply what you learn. 

This course ends with a final project where you will assume the role of a database administrator and complete a number of database administration tasks across many different databases.",2 weeks at 10 hours a week,"User Accounts, Database Management, IT Automation, Database Administration, Performance Tuning, Application Performance Management, Data Storage Technologies, Network Troubleshooting, Show all","User Accounts, Database Management, IT Automation, Database Administration, Performance Tuning",Intermediate,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~relational-database-administration/XDP~COURSE!~relational-database-administration.jpeg,relational-database-administration,2026-04-30,https://www.coursera.org/learn/relational-database-administration,154,11,13
"ETL and Data Pipelines with Shell, Airflow and Kafka",N/A,4.5,457,"In this course, you will learn about the different tools and techniques that are used with ETL and Data pipelines. Both ETL and ELT extract data from source systems, move the data through the data pipeline, and store the data in destination systems. During this course, you will experience how ELT and ETL processing differ and identify use cases for both. You will identify methods and tools used for extracting the data, merging extracted data either logically or physically, and for loading data into data repositories.  

You will also define transformations to apply to source data to make the data credible, contextual, and accessible to data users. You will be able to outline some of the multiple methods for loading data into the destination system, verifying data quality, monitoring load failures, and the use of recovery mechanisms in case of failure.  

By the end of this course, you will also know how to use Apache Airflow to build data pipelines as well be knowledgeable about the advantages of using this approach. You will also learn how to use Apache Kafka to build streaming pipelines as well as the core components of Kafka which include: brokers, topics, partitions, replications, producers, and consumers. 

Finally, you will complete a shareable final project that enables you to demonstrate the skills you acquired in each module.",2 weeks at 10 hours a week,"Data Integration, Data Processing, Data Pipelines, Performance Tuning, Data Cleansing, Data Warehousing, Extract, Transform, Load, Data Transformation, Data Mart","Data Integration, Data Processing, Data Pipelines, Performance Tuning, Data Cleansing",Intermediate,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~etl-and-data-pipelines-shell-airflow-kafka/XDP~COURSE!~etl-and-data-pipelines-shell-airflow-kafka.jpeg,etl-and-data-pipelines-shell-airflow-kafka,2026-04-30,https://www.coursera.org/learn/etl-and-data-pipelines-shell-airflow-kafka,108,14,11
Data Warehouse Fundamentals,N/A,4.5,257,"A data warehouse centralizes and organizes data from disparate sources into a single repository, making it easier for data professionals to access, clean, and analyze integrated data efficiently.   

 This course teaches you how to design, deploy, load, manage, and query data warehouses, data marts, and data lakes. You’ll dive into designing, modeling, and implementing data warehouses, and explore data warehousing architectures like star and snowflake schemas. You’ll master techniques for populating data warehouses through ETL and ELT processes, and hone your skills in verifying and querying data, and utilizing concepts like cubes, rollups, and materialized views/tables.    

Additionally, you’ll gain valuable practical experience working on hands-on labs, where you’ll apply your knowledge to real data warehousing tasks. You’ll work with repositories like PostgreSQL and IBM Db2, and complete a project that you can refer to in interviews.",2 weeks at 10 hours a week,"Star Schema, Database Design, Data Architecture, Data Warehousing, Extract, Transform, Load, Data Cleansing, SQL, Snowflake Schema, Data Validation, Data Quality, Data Modeling, Data Integration, Show all","Star Schema, Database Design, Data Architecture, Data Warehousing, Extract",Intermediate,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~data-warehouse-fundamentals/XDP~COURSE!~data-warehouse-fundamentals.jpeg,data-warehouse-fundamentals,2026-04-30,https://www.coursera.org/learn/data-warehouse-fundamentals,105,12,5
BI Dashboards with IBM Cognos Analytics and Google Looker,N/A,4.6,39,"The course introduces you to the features and capabilities of IBM Cognos Analytics and Google Looker Studio. You’ll learn the basics of visualizing data without writing code, plus how use both to create interactive dashboards.
 
You’ll also gain practical experience through hands-on labs, and you’ll complete a final project in which you’ll create data visualizations and an interactive dashboard that you can share with prospective employers to highlight your skills.
 
If you’re looking to get started as a data analyst, BI analyst or data warehouse specialist, this course provides the ideal introduction to two high profile tools used in these roles. Enroll in this self-paced course today, and develop valuable BI Dashboard skills you can talk about in interviews.",1 week,"IBM Cognos Analytics, Analytics, Looker (Software), Business Intelligence Software, Business Intelligence, Data Presentation, Data Visualization, Dashboard Creation, Interactive Data Visualization, Show all","IBM Cognos Analytics, Analytics, Looker (Software), Business Intelligence Software, Business Intelligence",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~bi-dashboards-with-ibm-cognos-analytics-and-google-looker/XDP~COURSE!~bi-dashboards-with-ibm-cognos-analytics-and-google-looker.jpeg,bi-dashboards-with-ibm-cognos-analytics-and-google-looker,2026-04-30,https://www.coursera.org/learn/bi-dashboards-with-ibm-cognos-analytics-and-google-looker,65,7,5
Introduction to NoSQL Databases,N/A,4.6,380,"You will start this course by learning the history and the basics of NoSQL databases  (document, key-value, column, and graph) and discover their key characteristics and benefits. You will learn about the four categories of NoSQL databases and how they differ. You’ll also explore the differences between the ACID and BASE consistency models, the pros and cons of distributed systems, and when to use RDBMS and NoSQL.  You will also learn about vector databases, an emerging class of databases popular in AI. 

Next, you will explore the architecture and features of several implementations of NoSQL databases, namely MongoDB, Cassandra, and IBM Cloudant. You will learn about the common tasks that they each perform and their key and defining characteristics.  

You will then get hands-on experience using those NoSQL databases to perform standard database management tasks, such as creating and replicating databases, loading and querying data, modifying database permissions, indexing and aggregating data, and sharding (or partitioning) data.  

At the end of this course, you will complete a final project where you will apply all your knowledge of the course content to a specific scenario and work with several NoSQL databases. This course suits anyone wanting to expand their Data Management and Information Technology skill set.",2 weeks at 10 hours a week,"Distributed Computing, Database Management, Database Theory, Data Manipulation, Information Management, Database Architecture and Administration, Databases, Database Administration, Data Modeling, Show all","Distributed Computing, Database Management, Database Theory, Data Manipulation, Information Management",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-to-nosql-databases/XDP~COURSE!~introduction-to-nosql-databases.jpeg,introduction-to-nosql-databases,2026-04-30,https://www.coursera.org/learn/introduction-to-nosql-databases,219,11,15
Introduction to Big Data with Spark and Hadoop,N/A,4.4,479,"Bernard Marr defines big data as the digital trace that we are generating in this digital era. You will start the course by understanding what big data is and exploring how insights from big data can be harnessed for a variety of use cases. You’ll also explore how big data uses technologies like parallel processing, scaling, and data parallelism. 

Next, you will learn about Hadoop, an open-source framework that allows for the distributed processing of large data and its ecosystem. You will discover important applications that go hand in hand with Hadoop, like Distributed File System (HDFS), MapReduce, and HBase. You will become familiar with Hive, a data warehouse software that provides an SQL-like interface to efficiently query and manipulate large data sets.  

You’ll then gain insights into Apache Spark, an open-source processing engine that provides users with new ways to store and use big data. In this course, you will discover how to leverage Spark to deliver reliable insights. The course provides an overview of the platform, going into the components that make up Apache Spark.  

You’ll learn about DataFrames and perform basic DataFrame operations and work with SparkSQL. Explore how Spark processes and monitors the requests your application submits and how you can track work using the Spark Application UI.  

This course has several hands-on labs to help you apply and practice the concepts you learn. You will complete Hadoop and Spark labs using various tools and tech",2 weeks at 10 hours a week,"Debugging, Development Environment, Scalability, Data Transformation, Open Source Technology, Data Processing, Performance Tuning, Distributed Computing, Big Data","Debugging, Development Environment, Scalability, Data Transformation, Open Source Technology",Intermediate,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-to-big-data-with-spark-hadoop/XDP~COURSE!~introduction-to-big-data-with-spark-hadoop.jpeg,introduction-to-big-data-with-spark-hadoop,2026-04-30,https://www.coursera.org/learn/introduction-to-big-data-with-spark-hadoop,198,10,14
Machine Learning with Apache Spark,N/A,4.5,114,"Start by learning ML fundamentals before unlocking the power of Apache Spark to build and deploy ML models for data engineering applications. Dive into supervised and unsupervised learning techniques and discover the revolutionary possibilities of Generative AI through instructional readings and videos.

Gain hands-on experience with Spark structured streaming, develop an understanding of data engineering and ML pipelines, and become proficient in evaluating ML models using SparkML.  

In practical labs, you'll utilize SparkML for regression, classification, and clustering, enabling you to construct prediction and classification models. Connect to Spark clusters, analyze SparkSQL datasets, perform ETL activities, and create ML models using Spark ML and sci-kit learn. Finally, demonstrate your acquired skills through a final assignment. 

This intermediate course is suitable for aspiring and experienced data engineers, as well as working professionals in data analysis and machine learning. Prior knowledge in Big Data, Hadoop, Spark, Python, and ETL is highly recommended for this course.",2 weeks at 10 hours a week,"Data Transformation, Extract, Transform, Load, Supervised Learning, Data Processing, Unsupervised Learning, Model Evaluation, Regression Analysis, Machine Learning, Predictive Modeling, Show all","Data Transformation, Extract, Transform, Load, Supervised Learning",Intermediate,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~machine-learning-with-apache-spark/XDP~COURSE!~machine-learning-with-apache-spark.jpeg,machine-learning-with-apache-spark,2026-04-30,https://www.coursera.org/learn/machine-learning-with-apache-spark,133,13,7
Data Engineering Capstone Project,N/A,4.7,143,"You will demonstrate your knowledge of Data Engineering by assuming the role of a Junior Data Engineer who has recently joined an organization and be presented with a real-world use case that requires architecting and implementing a data analytics platform. 

In this Capstone project you will complete numerous hands-on labs. You will create and query data repositories using relational and NoSQL databases such as MySQL and MongoDB. You’ll also design and populate a data warehouse using PostgreSQL and IBM Db2 and write queries to perform Cube and Rollup operations.  

You will generate reports from the data in the data warehouse and build a dashboard using Cognos Analytics. You will also show your proficiency in Extract, Transform, and Load (ETL) processes by creating data pipelines for moving data from different repositories. You will perform big data analytics using Apache Spark to make predictions with the help of a machine learning model. 

This course is the final course in the IBM Data Engineering Professional Certificate. It is recommended that you complete all the previous courses in this Professional Certificate before starting this course.",2 weeks,"Dashboard Creation, Database Architecture and Administration, SQL, IBM Cognos Analytics, Extract, Transform, Load, Business Intelligence, Data Pipelines, Analytics, Big Data, Data Warehousing, Show all","Dashboard Creation, Database Architecture and Administration, SQL, IBM Cognos Analytics, Extract",Advanced,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~data-enginering-capstone-project/XDP~COURSE!~data-enginering-capstone-project.jpeg,data-enginering-capstone-project,2026-04-30,https://www.coursera.org/learn/data-enginering-capstone-project,4,14,14
Generative AI: Elevate your Data Engineering Career,N/A,4.5,61,"Data engineering is responsible for building strong data pipelines, managing data infrastructure, and ensuring high-quality data evaluation.

This course is suitable for existing and aspiring data engineers, data warehousing specialists, and other data professionals such as data analysts, data scientists and BI analysts. 

You will learn how to use and apply generative models for tasks such as architecture design, database querying, data warehouse schema design, data augmentation, data pipelines, ETL workflows, data analysis and mining, data lakehouse, and data repositories. You will also explore challenges and ethical considerations associated with using Generative AI.

Demonstrate your new generative AI skills in a hands-on data engineering project that you can apply in your real-life profession.

Then, complete your final quiz to earn your certificate. You can share both your project and certificate with your current or prospective employers.",1 week,"Data Synthesis, Extract, Transform, Load, Data Ethics, Data Mining, Data Analysis, Data Infrastructure, Convolutional Neural Networks, Generative Model Architectures, Responsible AI, Show all","Data Synthesis, Extract, Transform, Load, Data Ethics",Intermediate,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~generative-ai-elevate-your-data-engineering-career/XDP~COURSE!~generative-ai-elevate-your-data-engineering-career.jpeg,generative-ai-elevate-your-data-engineering-career,2026-04-30,https://www.coursera.org/learn/generative-ai-elevate-your-data-engineering-career,132,5,7
Data Engineering Career Guide and Interview Preparation,IBM Skills Network Team,4.7,102,"This course is designed to prepare you to enter the job market as a data engineer. It provides guidance about the regular functions and tasks of data engineers and their place in the data ecosystem, as well as the opportunities of the profession and some options for career development. It explains practical techniques for creating essential job-seeking materials such as a resume and a portfolio, as well as auxiliary tools like a cover letter and an elevator pitch. You will learn how to find and assess prospective job positions, apply to them, and lay the groundwork for interviewing. You will also get inside tips and steps you can use to perform professionally and effectively at interviews. Let seasoned professionals share their experience to help you get ahead of the competition.",1 week,"Professional Networking, Interviewing Skills, Technical Communication","Professional Networking, Interviewing Skills, Technical Communication",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~data-engineering-career-guide-and-interview-preparation/XDP~COURSE!~data-engineering-career-guide-and-interview-preparation.jpeg,data-engineering-career-guide-and-interview-preparation,2026-04-30,https://www.coursera.org/learn/data-engineering-career-guide-and-interview-preparation,184,6,6
Introduction to Large Language Models,Google Cloud Training,4.5,1412,"This is an introductory level micro-learning course that explores what large language models (LLM) are, the use cases where they can be utilized, and how you can use prompt tuning to enhance LLM performance. It also covers Google tools to help you develop your own Gen AI apps.",N/A,"Large Language Modeling, LLM Application","Large Language Modeling, LLM Application",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-to-large-language-models/XDP~COURSE!~introduction-to-large-language-models.jpeg,introduction-to-large-language-models,2026-04-30,https://www.coursera.org/learn/introduction-to-large-language-models,15,1,1
Introduction to Responsible AI,Google Cloud Training,4.7,997,"This is an introductory-level microlearning course aimed at explaining what responsible AI is, why it's important, and how Google implements responsible AI in their products. It also introduces Google's 7 AI principles.",N/A,"Compliance Training, Responsible AI, Data Ethics, AI literacy, Accountability, Artificial Intelligence","Compliance Training, Responsible AI, Data Ethics, AI literacy, Accountability",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-to-responsible-ai/XDP~COURSE!~introduction-to-responsible-ai.jpeg,introduction-to-responsible-ai,2026-04-30,https://www.coursera.org/learn/introduction-to-responsible-ai,8,N/A,1
Responsible AI: Applying AI Principles with Google Cloud,Google Cloud Training,4.6,1022,"As the use of enterprise Artificial Intelligence and Machine Learning continues to grow, so too does the importance of building it responsibly. A challenge for many is that talking about responsible AI can be easier than putting it into practice. If you’re interested in learning how to operationalize responsible AI in your organization, this course is for you. 

In this course, you will learn how Google Cloud does this today, together with best practices and lessons learned, to serve as a framework for you to build your own responsible AI approach.",N/A,"Responsible AI, Artificial Intelligence, Data Ethics, AI literacy, Accountability, Ethical Standards And Conduct, Business Ethics, Stakeholder Analysis","Responsible AI, Artificial Intelligence, Data Ethics, AI literacy, Accountability",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~responsible-ai-applying-ai-principles-with-google-cloud/XDP~COURSE!~responsible-ai-applying-ai-principles-with-google-cloud.jpeg,responsible-ai-applying-ai-principles-with-google-cloud,2026-04-30,https://www.coursera.org/learn/responsible-ai-applying-ai-principles-with-google-cloud,106,2,2
Product Management: An Introduction,N/A,4.6,1367,"This introductory course is a valuable investment for those looking to start a career in product management.   

Learn key product management concepts such as the product lifecycle, personas, value creation, and SWOT analysis. Gain an understanding of the job opportunities in product management and the industry-standard Guide to the Product Management Body of Knowledge, ProdBoK®.   

The hands-on labs provide opportunities to investigate product management in simulated real-world settings. You’ll hear from industry experts discussing their points of view, so you learn about their first-hand experiences.   

This course is the first in a series of courses, which, once completed, will earn you the IBM Product Management Professional Certificate. Anyone can take this beginner-level course, which does not require any prior Product Management skills or background.",2 weeks at 10 hours a week,"Product Strategy, New Product Development, Product Development, Competitive Analysis, Value Propositions, Project Management, Product Management, Portfolio Management, Product Lifecycle Management","Product Strategy, New Product Development, Product Development, Competitive Analysis, Value Propositions",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~product-management-an-introduction/XDP~COURSE!~product-management-an-introduction.jpeg,product-management-an-introduction,2026-04-30,https://www.coursera.org/learn/product-management-an-introduction,212,22,11
Product Management: Foundations & Stakeholder Collaboration,N/A,4.6,374,"They are responsible for understanding market requirements, defining product objectives and features, and overseeing the entire product lifecycle from conception to its release.

This course will provide you with valuable skills in fostering productive collaborations, engaging stakeholders effectively, and enhancing communication abilities.

You will learn about Kotler's Five Levels of product and market segmentation. In addition, you’ll explore the product manager's role in business development, SWOT analysis, and Porter's Five Forces Model for market assessment.

The course also helps you understand the concepts of innovation and ideation and equip you with crucial skills for effective communication and teamwork in the field of Product Management.

Throughout this course, several product management experts will share their insights and experiences in product management. Practice quizzes and graded quizzes will test your knowledge. You will be able to apply the concepts learned in the course in a final project.

This course is suitable for anyone who aspires to apply for product management jobs. It requires no prior experience or knowledge of product management.",2 weeks at 10 hours a week,"Product Lifecycle Management, Stakeholder Management, Market Analysis, Product Strategy, Business Development, New Business Development, Communication, Communication Strategies, Show all","Product Lifecycle Management, Stakeholder Management, Market Analysis, Product Strategy, Business Development",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~product-management-foundations-and-stakeholder-collaboration/XDP~COURSE!~product-management-foundations-and-stakeholder-collaboration.jpeg,product-management-foundations-and-stakeholder-collaboration,2026-04-30,https://www.coursera.org/learn/product-management-foundations-and-stakeholder-collaboration,219,9,13
Product Management: Initial Product Strategy and Plan,N/A,4.6,204,"This course will provide an overview of the Product Management Lifecycle. You will then learn about the Product Conceive and Plan phases in detail. You will discover tools and techniques used in product concept identification. In addition, you will acquire skills to work with SWOT analysis and the Product Concept document. 

The course also prepares you to establish a team and develop a project charter. Hands-on labs will help you practice working on market and solution analysis using a Market Requirement Document. You will also investigate a product business case and perform a financial analysis. 

Throughout this course, several product management experts will share their insights and experiences in product management. Practice quizzes and graded quizzes will test your knowledge. You will be able to apply the concepts learned in the course in a final project. 

This course is suitable for anyone who aspires to apply for product management jobs and understand various lifecycles used in product management, including agile. It does not require any prior degree.",2 weeks at 10 hours a week,"Business Planning, New Product Development, Product Strategy, Product Planning, Agile Product Development, Competitive Analysis, Product Lifecycle Management, Team Management, Marketing Planning, Show all","Business Planning, New Product Development, Product Strategy, Product Planning, Agile Product Development",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~product-management-initial-product-strategy-and-plan/XDP~COURSE!~product-management-initial-product-strategy-and-plan.jpeg,product-management-initial-product-strategy-and-plan,2026-04-30,https://www.coursera.org/learn/product-management-initial-product-strategy-and-plan,192,7,12
Product Management: Developing and Delivering a New Product,N/A,4.7,149,"The course highlights how resources are assigned to design, create, and test the new product. The course also walks you through best practices to ensure a smooth transition from product development to product launch and delivery. Then, once the lifecycle of the product has come to an end, you will learn about how the Product Manager oversees retirement processes for the product. 

Throughout this course, several product management experts will share their insights and experiences in product management. Practice quizzes and graded quizzes will test your knowledge throughout. Also, you will put what you have learned to the test in a series of practical exercises that culminates in a final project allowing you to demonstrate real-word product management expertise. 

This course is suitable for anyone who aspires to apply for product management jobs. It requires no prior experience or knowledge of product management.",2 weeks at 10 hours a week,"Market Research, Project Management Life Cycle, Product Testing, Stakeholder Engagement, Product Lifecycle Management, Stakeholder Analysis, Product Planning, Product Requirements, Team Building, Show all","Market Research, Project Management Life Cycle, Product Testing, Stakeholder Engagement, Product Lifecycle Management",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~product-management-developing-and-delivering-a-new-product/XDP~COURSE!~product-management-developing-and-delivering-a-new-product.jpeg,product-management-developing-and-delivering-a-new-product,2026-04-30,https://www.coursera.org/learn/product-management-developing-and-delivering-a-new-product,202,7,15
Introduction to Artificial Intelligence (AI),Rav Ahuja,4.7,22877,"This course covers core AI concepts, including deep learning, machine learning, and neural networks. You’ll examine generative AI models, including large language models (LLMs) and their capabilities. Further, you’ll analyze the applications of AI across domains, such as natural language processing (NLP), computer vision, and robotics, uncovering how these advancements drive innovation and use cases. 

 The course will help you discover how AI, especially generative AI, is reshaping business and work environments. You’ll also explore emerging career opportunities in this rapidly evolving field and gain insights into ethical considerations and AI governance that shape responsible innovation. 

The course includes hands-on labs and a project, providing a hands-on opportunity to explore AI’s use cases and applications. You will also hear from expert practitioners about the capabilities, applications, and ethical considerations surrounding AI. 

This course is suitable for everyone, including professionals, enthusiasts, and students interested in learning the fundamentals of AI.",1 week at 10 hours a week,"Risk Mitigation, Natural Language Processing, LLM Application, AI literacy, Responsible AI, Generative Model Architectures, Robotics","Risk Mitigation, Natural Language Processing, LLM Application, AI literacy, Responsible AI",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-to-ai/XDP~COURSE!~introduction-to-ai.jpeg,introduction-to-ai,2026-04-30,https://www.coursera.org/learn/introduction-to-ai,308,12,13
